SEASON,AGE_GRP,RPHO_REGION,WEEKENDING,MMWR_WEEK,MMWR_YEAR,COV_POSITIVES,COV_TOTAL_TESTS,COV_TP,COV_TP_LEVEL,FLU_POSITIVES,FLU_TOTAL_TESTS,FLU_TP,FLU_TP_LEVEL,RSV_POSITIVES,RSV_TOTAL_TESTS,RSV_TP,RSV_TP_LEVEL,FLU_A_TESTS,FLU_B_TESTS,COV_ED_VISITS,FLU_ED_VISITS,RSV_ED_VISITS,POP,COV_ADM,FLU_ADM,RSV_ADM,COV_ADM_RATE,FLU_ADM_RATE,RSV_ADM_RATE,COV_ADM_LEVEL,FLU_ADM_LEVEL,RSV_ADM_LEVEL,TOTAL_DEATHS,COV_DEATHS,FLU_DEATHS,RSV_DEATHS,COV_DEATHS_PER,FLU_DEATHS_PER,RSV_DEATHS_PER,SEASON_COV_PED_DEATHS,SEASON_FLU_PED_DEATHS,SEASON_RSV_PED_DEATHS
2025/2026,All Ages,Bay Area,11/22/2025,47,2025,159,18932,0.8398478766,Very Low,311,14874,2.090897,Low,336,12229,2.747567,Low,266,10,,,,8398557,44,22,32,0.5238995223,0.2619497611,0.3810178344,Very Low,Very Low,Very Low,1073,5,0,0,0.465983,0,0,,,
2025/2026,18-64 yrs,Greater Sierra-Sacramento,11/22/2025,47,2025,30,2322,1.291989664,Very Low,30,2245,1.336303,Very Low,4,1204,0.332226,Very Low,21,1,,,,1798499,6,6,0,0.3,0.3,0,Very Low,Very Low,Very Low,74,0,0,0,0,0,0,,,
2025/2026,All Ages,Greater Sierra-Sacramento,11/22/2025,47,2025,85,4832,1.75910596,Very Low,81,5252,1.54227,Very Low,23,3309,0.695074,Very Low,61,2,,,,2987847,25,12,4,0.8367228978,0.4016269909,0.1338756636,Very Low,Very Low,Very Low,443,3,0,0,0.677201,0,0,,,
2025/2026,All Ages,California,11/22/2025,47,2025,817,73123,1.117295516,Very Low,1354,61290,2.20917,Low,658,40024,1.644014,Low,882,82,0.1,0.2,0.1,39115526,302,148,73,0.7720719389,0.3783663807,0.1866266607,Very Low,Very Low,Very Low,5038,22,0,0,0.436681,0,0,,,
2025/2026,0-17 yrs,Southern California,11/22/2025,47,2025,40,4107,0.9739469199,Very Low,133,3873,3.43403,Low,78,2794,2.791696,Low,84,24,,,,2856266,3,14,13,0.1,0.5,0.5,Very Low,Very Low,Low,18,0,0,0,0,0,0,,,
2025/2026,18-64 yrs,Central California,11/29/2025,48,2025,37,3494,1.058958214,Very Low,67,2981,2.247568,Low,5,1854,0.269687,Very Low,37,1,,,,2656528,5,2,0,0.2,0.1,0,Very Low,Very Low,Very Low,165,0,0,0,0,0,0,,,
2025/2026,0-17 yrs,California,11/29/2025,48,2025,110,14863,0.740092848,Very Low,656,14289,4.590944,Low,542,10696,5.067315,Moderate,441,45,,,,8377319,7,26,50,0.08355895245,0.3103618234,0.5968496604,Very Low,Very Low,Low,45,0,0,1,0,0,2.222222,5,4,2
2025/2026,All Ages,Rural North,11/29/2025,48,2025,10,647,1.545595054,Very Low,5,998,0.501002,Very Low,3,580,0.517241,Very Low,2,1,,,,641198,2,1,1,0.311916132,0.155958066,0.155958066,Very Low,Very Low,Very Low,175,1,0,0,0.571429,0,0,,,
2025/2026,18-64 yrs,Southern California,11/29/2025,48,2025,99,11062,0.8949557042,Very Low,212,6939,3.055195,Low,22,3259,0.675054,Very Low,140,10,,,,7896077,32,29,4,0.4,0.4,0.1,Very Low,Very Low,Very Low,326,0,0,0,0,0,0,,,
2025/2026,0-17 yrs,Greater Sierra-Sacramento,11/29/2025,48,2025,7,1171,0.5977796755,Very Low,44,1270,3.464567,Low,22,872,2.522936,Low,33,0,,,,649890,1,4,2,0.2,0.6,0.3,Very Low,Very Low,Very Low,1,0,0,0,0,0,0,,,
2025/2026,0-17 yrs,Southern California,11/29/2025,48,2025,41,3835,1.069100391,Very Low,197,3687,5.343097,Low,110,2710,4.059041,Moderate,109,29,,,,2856266,4,13,21,0.1,0.5,0.7,Very Low,Very Low,Low,18,0,0,0,0,0,0,,,
2025/2026,0-17 yrs,Central California,11/29/2025,48,2025,13,2071,0.6277160792,Very Low,75,2151,3.48675,Low,34,1766,1.925255,Low,44,2,,,,1200683,0,1,0,0,0.1,0,Very Low,Very Low,Very Low,7,0,0,0,0,0,0,,,
2025/2026,18-64 yrs,Los Angeles,11/29/2025,48,2025,59,8289,0.7117867053,Very Low,274,7267,3.770469,Low,30,3859,0.777403,Very Low,133,10,,,,6194360,34,15,4,0.5,0.2,0.1,Very Low,Very Low,Very Low,284,0,0,0,0,0,0,,,
2025/2026,>64 yrs,Rural North,11/29/2025,48,2025,4,162,2.469135802,Very Low,2,336,0.595238,Very Low,2,187,1.069519,Low,1,0,,,,143632,1,1,0,0.7,0.7,0,Very Low,Very Low,Very Low,131,1,0,0,0.763359,0,0,,,
2025/2026,>64 yrs,California,11/29/2025,48,2025,266,19421,1.369651408,Very Low,331,18663,1.773563,Very Low,82,12303,0.666504,Very Low,251,4,,,,6623522,154,128,31,2.325047007,1.932506603,0.4680289429,Very Low,Low,Very Low,4163,9,3,0,0.21619,0.072063,0,,,
2025/2026,All Ages,Central California,11/29/2025,48,2025,67,6735,0.9948032665,Very Low,158,6822,2.316036,Low,47,4764,0.986566,Very Low,89,3,,,,4454294,20,12,2,0.4490049377,0.2694029626,0.04490049377,Very Low,Very Low,Very Low,643,1,1,0,0.155521,0.155521,0,,,
2025/2026,18-64 yrs,Rural North,11/29/2025,48,2025,2,298,0.6711409396,Very Low,2,410,0.487805,Very Low,0,206,0,Very Low,1,0,,,,361982,1,0,0,0.3,0,0,Very Low,Very Low,Very Low,43,0,0,0,0,0,0,,,
2025/2026,>64 yrs,Southern California,11/29/2025,48,2025,81,7097,1.141327321,Very Low,88,5591,1.573958,Very Low,12,2920,0.410959,Very Low,63,2,,,,2132361,39,39,10,1.8,1.8,0.5,Very Low,Low,Low,1388,2,1,0,0.144092,0.072046,0,,,
2025/2026,18-64 yrs,California,11/29/2025,48,2025,295,34115,0.8647222629,Very Low,870,27003,3.221864,Low,140,15811,0.885459,Very Low,571,32,,,,24114685,77,64,15,0.3193075091,0.2653984491,0.06220276151,Very Low,Very Low,Very Low,1096,0,2,0,0,0.182482,0,,,
2025/2026,>64 yrs,Los Angeles,11/29/2025,48,2025,75,5072,1.478706625,Very Low,76,4524,1.679929,Very Low,17,2697,0.63033,Very Low,52,1,,,,1662650,62,35,8,3.7,2.1,0.5,Low,Low,Low,914,4,1,0,0.437637,0.109409,0,,,
2025/2026,0-17 yrs,Bay Area,11/29/2025,48,2025,16,4572,0.3499562555,Very Low,139,3510,3.960114,Low,262,2880,9.097222,High,121,3,,,,1642980,1,4,14,0.1,0.2,0.9,Very Low,Very Low,Low,8,0,0,1,0,0,12.5,,,
2025/2026,18-64 yrs,Greater Sierra-Sacramento,11/29/2025,48,2025,24,2181,1.100412655,Very Low,43,2147,2.002795,Low,7,1191,0.587741,Very Low,33,1,,,,1798499,3,6,1,0.2,0.3,0.1,Very Low,Very Low,Very Low,84,0,0,0,0,0,0,,,
2025/2026,0-17 yrs,Los Angeles,11/29/2025,48,2025,26,2864,0.9078212291,Very Low,158,3038,5.20079,Low,97,2024,4.79249,Moderate,105,7,,,,1891916,1,4,12,0.1,0.2,0.6,Very Low,Very Low,Low,10,0,0,0,0,0,0,,,
2025/2026,0-17 yrs,Rural North,11/29/2025,48,2025,4,187,2.139037433,Very Low,1,252,0.396825,Very Low,1,187,0.534759,Very Low,0,1,,,,135584,0,0,1,0,0,0.7,Very Low,Very Low,Low,1,0,0,0,0,0,0,,,
2025/2026,All Ages,Southern California,11/29/2025,48,2025,222,21999,1.009136779,Very Low,497,16217,3.064685,Low,144,8889,1.61998,Low,312,41,,,,12884704,75,81,35,0.5820855489,0.6286523928,0.2716399228,Very Low,Very Low,Very Low,1732,2,1,0,0.115473,0.057737,0,,,
2025/2026,All Ages,Bay Area,11/29/2025,48,2025,137,16864,0.8123814042,Very Low,442,14004,3.156241,Low,365,11663,3.129555,Low,391,7,,,,8398557,27,47,30,0.3214837978,0.5596199442,0.3572042197,Very Low,Very Low,Very Low,1080,0,2,1,0,0.185185,0.092593,,,
2025/2026,All Ages,Greater Sierra-Sacramento,11/29/2025,48,2025,54,4471,1.207783494,Very Low,112,4952,2.261712,Low,36,3133,1.149058,Low,84,2,,,,2987847,17,23,4,0.5689715705,0.769785066,0.1338756636,Very Low,Very Low,Very Low,466,1,0,0,0.214592,0,0,,,
2025/2026,18-64 yrs,Bay Area,11/29/2025,48,2025,69,8085,0.853432282,Very Low,211,6190,3.408724,Low,70,4909,1.425952,Low,187,4,,,,5207239,2,12,6,0,0.2,0.1,Very Low,Very Low,Very Low,194,0,2,0,0,1.030928,0,,,
2025/2026,All Ages,Los Angeles,11/29/2025,48,2025,160,16227,0.9860109694,Very Low,508,14830,3.425489,Low,144,8581,1.678126,Low,290,18,,,,9748926,100,54,24,1.025754016,0.5539071689,0.2461809639,Very Low,Very Low,Very Low,1208,4,1,0,0.331126,0.082781,0,,,
2025/2026,>64 yrs,Central California,11/29/2025,48,2025,17,1170,1.452991453,Very Low,16,1690,0.946746,Very Low,8,1144,0.699301,Very Low,8,0,,,,597083,15,9,2,2.5,1.5,0.3,Very Low,Low,Very Low,471,1,1,0,0.212314,0.212314,0,,,
2025/2026,All Ages,California,11/29/2025,48,2025,672,68409,0.9823268868,Very Low,1860,59967,3.101706,Low,766,38822,1.973108,Low,1264,83,0.1,0.3,0.1,39115526,241,218,96,0.6161236334,0.5573234526,0.2454268415,Very Low,Very Low,Very Low,5304,9,5,1,0.169683,0.094268,0.018854,,,
2025/2026,>64 yrs,Bay Area,11/29/2025,48,2025,52,4206,1.236329054,Very Low,92,4304,2.137546,Low,33,3874,0.851833,Very Low,83,0,,,,1548338,24,31,10,1.6,2,0.6,Very Low,Low,Low,878,0,0,0,0,0,0,,,
2025/2026,>64 yrs,Greater Sierra-Sacramento,11/29/2025,48,2025,23,1119,2.055406613,Very Low,25,1535,1.628664,Very Low,7,1070,0.654206,Very Low,18,1,,,,539458,13,13,1,2.4,2.4,0.2,Very Low,Low,Very Low,381,1,0,0,0.262467,0,0,,,
2025/2026,18-64 yrs,Los Angeles,12/06/2025,49,2025,107,11240,0.9519572954,Very Low,437,8828,4.950159,Low,47,4839,0.971275,Very Low,268,13,,,,6194360,33,21,5,0.5,0.3,0.1,Very Low,Very Low,Very Low,309,1,1,0,0.323625,0.323625,0,,,
2025/2026,All Ages,Rural North,12/06/2025,49,2025,10,765,1.307189543,Very Low,11,1218,0.90312,Very Low,7,695,1.007194,Low,7,0,,,,649581,2,3,1,0.3078907788,0.4618361682,0.1539453894,Very Low,Very Low,Very Low,158,0,0,0,0,0,0,,,
2025/2026,0-17 yrs,Southern California,12/06/2025,49,2025,59,4603,1.281772757,Very Low,223,4186,5.327281,Low,121,3013,4.015931,Moderate,142,18,,,,2856266,5,14,28,0.2,0.5,1,Very Low,Very Low,Low,20,0,0,0,0,0,0,,,
2025/2026,0-17 yrs,Los Angeles,12/06/2025,49,2025,34,3672,0.9259259259,Very Low,229,3550,6.450704,Low,125,2354,5.31011,Moderate,165,5,,,,1891916,0,9,11,0,0.5,0.6,Very Low,Very Low,Low,13,0,0,0,0,0,0,,,
2025/2026,>64 yrs,Los Angeles,12/06/2025,49,2025,82,5814,1.410388717,Very Low,108,5002,2.159136,Low,22,2941,0.748045,Very Low,80,1,,,,1662650,66,37,12,4,2.2,0.7,Low,Low,Low,1001,3,0,0,0.2997,0,0,,,
2025/2026,18-64 yrs,Central California,12/06/2025,49,2025,36,4305,0.8362369338,Very Low,120,3793,3.163723,Low,14,2463,0.568413,Very Low,73,2,,,,2656528,3,10,0,0.1,0.4,0,Very Low,Very Low,Very Low,141,0,0,0,0,0,0,,,
2025/2026,All Ages,Greater Sierra-Sacramento,12/06/2025,49,2025,58,5419,1.070308175,Very Low,152,6031,2.520312,Low,58,3887,1.492153,Low,119,7,,,,2987847,20,20,7,0.6693783182,0.6693783182,0.2342824114,Very Low,Very Low,Very Low,483,0,1,0,0,0.207039,0,,,
2025/2026,0-17 yrs,Greater Sierra-Sacramento,12/06/2025,49,2025,7,1392,0.5028735632,Very Low,45,1418,3.173484,Low,29,988,2.935223,Low,37,3,,,,649890,0,3,2,0,0.5,0.3,Very Low,Very Low,Very Low,1,0,0,0,0,0,0,,,
2025/2026,All Ages,Los Angeles,12/06/2025,49,2025,223,20729,1.075787544,Very Low,774,17380,4.453395,Low,194,10134,1.914348,Low,513,19,,,,9748926,105,67,28,1.077041717,0.687255191,0.2872111246,Very Low,Very Low,Very Low,1323,4,1,0,0.302343,0.075586,0,,,
2025/2026,18-64 yrs,Southern California,12/06/2025,49,2025,98,10276,0.9536784741,Very Low,337,8482,3.97312,Low,27,3849,0.701481,Very Low,205,17,,,,7896077,32,26,8,0.4,0.3,0.1,Very Low,Very Low,Very Low,389,0,2,0,0,0.514139,0,,,
2025/2026,>64 yrs,Bay Area,12/06/2025,49,2025,56,5294,1.057801285,Very Low,119,5176,2.299073,Low,61,4608,1.323785,Low,108,2,,,,1548338,26,36,22,1.7,2.3,1.4,Very Low,Low,Low,911,4,3,0,0.439078,0.329308,0,,,
2025/2026,>64 yrs,Greater Sierra-Sacramento,12/06/2025,49,2025,26,1360,1.911764706,Very Low,26,1873,1.388147,Very Low,9,1312,0.685976,Very Low,19,0,,,,539458,16,12,4,3,2.2,0.7,Low,Low,Low,397,0,1,0,0,0.251889,0,,,
2025/2026,All Ages,California,12/06/2025,49,2025,810,80027,1.012158397,Very Low,2854,71198,4.00854,Low,990,46019,2.151285,Low,2047,98,0.1,0.4,0.1,39123909,267,262,136,0.682447145,0.669667236,0.3476135271,Very Low,Very Low,Very Low,5458,11,12,1,0.201539,0.219861,0.018322,,,
2025/2026,0-17 yrs,Central California,12/06/2025,49,2025,16,2813,0.5687877711,Very Low,134,2743,4.885162,Low,84,2204,3.811252,Low,91,2,,,,1200683,0,2,4,0,0.2,0.3,Very Low,Very Low,Very Low,8,0,0,0,0,0,0,,,
2025/2026,18-64 yrs,Rural North,12/06/2025,49,2025,3,341,0.8797653959,Very Low,3,499,0.601202,Very Low,3,231,1.298701,Low,2,0,,,,366316,0,0,0,0,0,0,Very Low,Very Low,Very Low,38,0,0,0,0,0,0,,,
2025/2026,18-64 yrs,California,12/06/2025,49,2025,371,39635,0.9360413776,Very Low,1457,33189,4.390009,Low,232,19685,1.178562,Low,1017,52,,,,24119019,86,83,24,0.3565650825,0.3441267657,0.09950653466,Very Low,Very Low,Very Low,1166,1,5,0,0.085763,0.428816,0,,,
2025/2026,18-64 yrs,Bay Area,12/06/2025,49,2025,94,10109,0.9298644772,Very Low,400,7684,5.205622,Low,117,6163,1.898426,Low,342,12,,,,5207239,14,21,10,0.3,0.4,0.2,Very Low,Very Low,Very Low,204,0,2,0,0,0.980392,0,,,
2025/2026,>64 yrs,Rural North,12/06/2025,49,2025,6,202,2.97029703,Very Low,4,393,1.017812,Very Low,0,228,0,Very Low,3,0,,,,145955,2,3,0,1.4,2.1,0,Very Low,Low,Very Low,119,0,0,0,0,0,0,,,
2025/2026,All Ages,Bay Area,12/06/2025,49,2025,168,20879,0.8046362374,Very Low,790,16894,4.676216,Low,445,13948,3.190422,Low,671,26,,,,8398557,40,59,52,0.476272293,0.7025016321,0.6191539809,Very Low,Very Low,Low,1129,4,5,0,0.354296,0.44287,0,,,
2025/2026,18-64 yrs,Greater Sierra-Sacramento,12/06/2025,49,2025,25,2667,0.9373828271,Very Low,81,2740,2.956204,Low,20,1587,1.260239,Low,63,4,,,,1798499,4,5,1,0.2,0.3,0.1,Very Low,Very Low,Very Low,85,0,0,0,0,0,0,,,
2025/2026,All Ages,Central California,12/06/2025,49,2025,80,8492,0.9420631182,Very Low,282,8542,3.301335,Low,104,6062,1.715605,Low,182,4,,,,4454294,14,21,4,0.3143034564,0.4714551846,0.08980098754,Very Low,Very Low,Very Low,600,1,1,0,0.166667,0.166667,0,,,
2025/2026,0-17 yrs,California,12/06/2025,49,2025,135,18316,0.7370604936,Very Low,946,16603,5.697765,Low,643,12219,5.262296,Moderate,694,41,,,,8379045,5,30,66,0.05967267153,0.3580360292,0.7876792642,Very Low,Very Low,Low,57,0,0,0,0,0,0,5,4,2
2025/2026,>64 yrs,California,12/06/2025,49,2025,304,22062,1.377934911,Very Low,451,21403,2.107181,Low,115,14112,0.814909,Very Low,336,5,,,,6625845,170,149,46,2.565710487,2.24876978,0.6942510729,Very Low,Low,Low,4235,10,7,1,0.236128,0.165289,0.023613,,,
2025/2026,0-17 yrs,Bay Area,12/06/2025,49,2025,18,5470,0.3290676417,Very Low,271,4034,6.717898,Low,267,3177,8.404155,High,221,12,,,,1642980,0,2,20,0,0.1,1.2,Very Low,Very Low,Low,14,0,0,0,0,0,0,,,
2025/2026,>64 yrs,Southern California,12/06/2025,49,2025,94,7512,1.251331203,Very Low,138,6327,2.181128,Low,15,3258,0.460405,Very Low,92,1,,,,2132361,49,52,8,2.3,2.4,0.4,Very Low,Low,Very Low,1356,2,2,1,0.147493,0.147493,0.073746,,,
2025/2026,>64 yrs,Central California,12/06/2025,49,2025,28,1373,2.039329935,Very Low,28,2006,1.395813,Very Low,6,1395,0.430108,Very Low,18,0,,,,597083,11,9,0,1.8,1.5,0,Very Low,Low,Very Low,451,1,1,0,0.221729,0.221729,0,,,
2025/2026,0-17 yrs,Rural North,12/06/2025,49,2025,1,222,0.4504504505,Very Low,4,326,1.226994,Very Low,4,236,1.694915,Low,2,0,,,,137310,0,0,1,0,0,0.7,Very Low,Very Low,Low,1,0,0,0,0,0,0,,,
2025/2026,All Ages,Southern California,12/06/2025,49,2025,251,22392,1.120936049,Very Low,698,18995,3.674651,Low,163,10120,1.610672,Low,439,36,,,,12884704,86,92,44,0.667458096,0.71402494,0.3414901887,Very Low,Very Low,Very Low,1765,2,4,1,0.113314,0.226629,0.056657,,,
2025/2026,>64 yrs,Central California,12/13/2025,50,2025,25,1403,1.781895937,Very Low,41,1974,2.077001,Low,10,1399,0.714796,Very Low,32,0,,,,597083,21,14,5,3.5,2.3,0.8,Low,Low,Low,482,1,1,0,0.207469,0.207469,0,,,
2025/2026,>64 yrs,Rural North,12/13/2025,50,2025,3,190,1.578947368,Very Low,5,394,1.269036,Very Low,0,209,0,Very Low,3,0,,,,145955,0,3,1,0,2.1,0.7,Very Low,Low,Low,130,0,0,0,0,0,0,,,
2025/2026,All Ages,Bay Area,12/13/2025,50,2025,178,21742,0.8186919327,Very Low,1509,17280,8.732639,Low,577,13991,4.12408,Moderate,1317,29,,,,8398557,49,88,56,0.5834335589,1.047799045,0.6667812102,Very Low,Low,Low,1175,1,1,2,0.085106,0.085106,0.170213,,,
2025/2026,>64 yrs,Bay Area,12/13/2025,50,2025,65,5166,1.258226868,Very Low,168,5079,3.307738,Low,76,4532,1.676964,Low,160,0,,,,1548338,29,49,20,1.9,3.2,1.3,Very Low,Low,Low,964,0,1,2,0,0.103734,0.207469,,,
2025/2026,All Ages,California,12/13/2025,50,2025,860,85083,1.010777711,Very Low,5509,74275,7.417031,Low,1257,47552,2.643422,Low,4213,168,0.2,0.7,0.1,39123909,293,426,150,0.7489026723,1.088848254,0.3833972725,Very Low,Low,Very Low,5622,13,6,2,0.231234,0.106724,0.035575,,,
2025/2026,>64 yrs,Los Angeles,12/13/2025,50,2025,100,6231,1.604878832,Very Low,198,5139,3.85289,Low,30,3124,0.960307,Very Low,161,3,,,,1662650,79,74,11,4.8,4.5,0.7,Low,Moderate,Low,984,3,1,0,0.304878,0.101626,0,,,
2025/2026,18-64 yrs,Southern California,12/13/2025,50,2025,112,11012,1.017072285,Very Low,508,8573,5.92558,Low,29,4034,0.718889,Very Low,346,25,,,,7896077,23,50,4,0.3,0.6,0.1,Very Low,Very Low,Very Low,370,0,1,0,0,0.27027,0,,,
2025/2026,18-64 yrs,Los Angeles,12/13/2025,50,2025,114,12065,0.9448818898,Very Low,639,8977,7.118191,Low,60,4876,1.230517,Low,409,20,,,,6194360,36,25,7,0.6,0.4,0.1,Very Low,Very Low,Very Low,254,0,0,0,0,0,0,,,
2025/2026,0-17 yrs,California,12/13/2025,50,2025,151,21011,0.7186711722,Very Low,2512,19270,13.035807,Moderate,842,13658,6.164885,Moderate,1916,86,,,,8379045,11,70,71,0.1312798774,0.8354174014,0.8473519357,Very Low,Very Low,Low,51,0,0,0,0,0,0,5,4,2
2025/2026,All Ages,Southern California,12/13/2025,50,2025,256,23862,1.072835471,Very Low,1224,19845,6.1678,Low,229,10626,2.155091,Low,840,64,,,,12884704,77,151,53,0.5976078302,1.171932238,0.4113404545,Very Low,Low,Very Low,1890,6,3,0,0.31746,0.15873,0,,,
2025/2026,18-64 yrs,Central California,12/13/2025,50,2025,28,4342,0.6448641179,Very Low,198,3819,5.184603,Low,18,2393,0.752194,Very Low,132,3,,,,2656528,4,10,0,0.2,0.4,0,Very Low,Very Low,Very Low,152,0,0,0,0,0,0,,,
2025/2026,18-64 yrs,Rural North,12/13/2025,50,2025,9,369,2.43902439,Very Low,19,551,3.448276,Low,1,258,0.387597,Very Low,11,2,,,,366316,0,0,0,0,0,0,Very Low,Very Low,Very Low,29,0,0,0,0,0,0,,,
2025/2026,All Ages,Los Angeles,12/13/2025,50,2025,257,22724,1.130962859,Very Low,1524,18348,8.306082,Low,216,10670,2.024367,Low,1080,43,,,,9748926,116,125,25,1.189874659,1.28219252,0.2564385041,Very Low,Low,Very Low,1246,3,1,0,0.24077,0.080257,0,,,
2025/2026,>64 yrs,Greater Sierra-Sacramento,12/13/2025,50,2025,33,1319,2.501895375,Very Low,65,1840,3.532609,Low,12,1310,0.916031,Very Low,52,2,,,,539458,18,20,3,3.3,3.7,0.6,Low,Low,Low,416,1,0,0,0.240385,0,0,,,
2025/2026,0-17 yrs,Southern California,12/13/2025,50,2025,53,5188,1.021588281,Very Low,498,4794,10.387985,Moderate,179,3332,5.372149,Moderate,330,36,,,,2856266,7,30,35,0.2,1.1,1.2,Very Low,Low,Low,15,0,0,0,0,0,0,,,
2025/2026,>64 yrs,Southern California,12/13/2025,50,2025,90,7657,1.175395063,Very Low,218,6477,3.365756,Low,21,3260,0.644172,Very Low,164,3,,,,2132361,41,71,14,1.9,3.3,0.7,Very Low,Low,Low,1505,6,2,0,0.398671,0.13289,0,,,
2025/2026,0-17 yrs,Central California,12/13/2025,50,2025,13,3154,0.4121750159,Very Low,370,3185,11.616954,Moderate,117,2538,4.609929,Moderate,282,4,,,,1200683,0,1,0,0,0.1,0,Very Low,Very Low,Very Low,12,0,0,0,0,0,0,,,
2025/2026,0-17 yrs,Los Angeles,12/13/2025,50,2025,43,4427,0.9713124012,Very Low,687,4232,16.233459,High,126,2670,4.719101,Moderate,510,20,,,,1891916,0,26,7,0,1.4,0.4,Very Low,Low,Very Low,8,0,0,0,0,0,0,,,
2025/2026,0-17 yrs,Rural North,12/13/2025,50,2025,1,213,0.4694835681,Very Low,15,367,4.087193,Low,3,238,1.260504,Low,12,0,,,,137310,0,0,1,0,0,0.7,Very Low,Very Low,Low,1,0,0,0,0,0,0,,,
2025/2026,0-17 yrs,Bay Area,12/13/2025,50,2025,24,6317,0.3799271806,Very Low,714,4685,15.240128,High,360,3516,10.238908,Very High,587,14,,,,1642980,1,9,24,0.1,0.5,1.5,Very Low,Very Low,Moderate,8,0,0,0,0,0,0,,,
2025/2026,All Ages,Central California,12/13/2025,50,2025,66,8899,0.7416563659,Very Low,609,8978,6.783248,Low,145,6330,2.290679,Low,446,7,,,,4454294,25,25,5,0.5612561721,0.5612561721,0.1122512344,Very Low,Very Low,Very Low,646,1,1,0,0.154799,0.154799,0,,,
2025/2026,0-17 yrs,Greater Sierra-Sacramento,12/13/2025,50,2025,17,1554,1.093951094,Very Low,132,1602,8.2397,Low,43,1125,3.822222,Low,109,11,,,,649890,3,4,4,0.5,0.6,0.6,Very Low,Very Low,Low,7,0,0,0,0,0,0,,,
2025/2026,All Ages,Greater Sierra-Sacramento,12/13/2025,50,2025,79,5589,1.413490786,Very Low,334,6121,5.456625,Low,65,3946,1.647238,Low,275,18,,,,2987847,26,34,9,0.8701918137,1.137943141,0.3012202432,Very Low,Low,Very Low,505,2,0,0,0.39604,0,0,,,
2025/2026,>64 yrs,California,12/13/2025,50,2025,322,22506,1.430729583,Very Low,753,21652,3.477739,Low,153,14301,1.069855,Low,621,9,,,,6625845,188,231,54,2.83737395,3.486347779,0.8149903899,Very Low,Low,Low,4481,11,5,2,0.245481,0.111582,0.044633,,,
2025/2026,18-64 yrs,Greater Sierra-Sacramento,12/13/2025,50,2025,29,2716,1.067746686,Very Low,137,2679,5.113848,Low,10,1511,0.661813,Very Low,114,5,,,,1798499,5,10,2,0.3,0.6,0.1,Very Low,Very Low,Very Low,82,1,0,0,1.219512,0,0,,,
2025/2026,18-64 yrs,Bay Area,12/13/2025,50,2025,89,10249,0.8683774027,Very Low,627,7516,8.342203,Low,141,5943,2.372539,Low,570,15,,,,5207239,19,30,12,0.4,0.6,0.2,Very Low,Very Low,Very Low,203,1,0,0,0.492611,0,0,,,
2025/2026,All Ages,Rural North,12/13/2025,50,2025,13,772,1.683937824,Very Low,39,1312,2.972561,Low,4,705,0.567376,Very Low,26,2,,,,649581,0,3,2,0,0.4618361682,0.3078907788,Very Low,Very Low,Very Low,160,0,0,0,0,0,0,,,
2025/2026,18-64 yrs,California,12/13/2025,50,2025,386,41549,0.9290235625,Very Low,2240,33343,6.718052,Low,262,19586,1.33769,Low,1672,73,,,,24119019,87,125,25,0.3607111881,0.5182632013,0.1036526403,Very Low,Very Low,Very Low,1090,2,1,0,0.183486,0.091743,0,,,
2025/2026,All Ages,Southern California,12/20/2025,51,2025,356,23497,1.515087032,Very Low,2257,21419,10.537373,Moderate,289,11313,2.554583,Low,1565,87,,,,12884704,103,248,54,0.7993974871,1.924762882,0.4191015952,Very Low,Low,Very Low,1740,7,2,1,0.402299,0.114943,0.057471,,,
2025/2026,18-64 yrs,Rural North,12/20/2025,51,2025,4,399,1.002506266,Very Low,30,621,4.830918,Low,2,291,0.687285,Very Low,11,3,,,,361982,0,1,0,0,0.3,0,Very Low,Very Low,Very Low,28,0,0,0,0,0,0,,,
2025/2026,0-17 yrs,Rural North,12/20/2025,51,2025,3,244,1.229508197,Very Low,38,378,10.05291,Moderate,11,247,4.453441,Moderate,11,1,,,,135584,0,0,1,0,0,0.7,Very Low,Very Low,Low,1,0,0,0,0,0,0,,,
2025/2026,All Ages,Rural North,12/20/2025,51,2025,8,861,0.9291521487,Very Low,78,1431,5.450734,Low,15,774,1.937984,Low,26,4,,,,641198,1,5,1,0.155958066,0.77979033,0.155958066,Very Low,Very Low,Very Low,158,0,0,0,0,0,0,,,
2025/2026,>64 yrs,Central California,12/20/2025,51,2025,42,1489,2.820685023,Very Low,116,2170,5.345622,Low,13,1509,0.861498,Very Low,92,0,,,,597083,23,35,3,3.9,5.9,0.5,Low,Moderate,Low,511,0,2,0,0,0.391389,0,,,
2025/2026,0-17 yrs,Greater Sierra-Sacramento,12/20/2025,51,2025,20,1838,1.088139282,Very Low,370,1958,18.896834,High,99,1407,7.036247,High,321,10,,,,649890,2,5,10,0.3,0.8,1.5,Very Low,Very Low,Moderate,4,0,1,0,0,25,0,,,
2025/2026,18-64 yrs,Bay Area,12/20/2025,51,2025,100,11275,0.8869179601,Very Low,1170,8828,13.253285,Moderate,174,7023,2.477574,Low,1020,35,,,,5207239,15,64,25,0.3,1.2,0.5,Very Low,Low,Low,193,0,1,0,0,0.518135,0,,,
